LOCAL_WELL,OWNERS_NAM,DATE_COMPL,GEOLOGIC_U,WATER_LEVE,DATE_MEASU,PUMP_SETTI,PUMP_RATE,YIELD_MEAS,PUMP_HOURS,PUMP_DOWN_,AQUIFER_NA,X,Y
9523Z,7-ELEVEN,02/15/10,,"5.5",02/15/10,,,,,P,,"678677","3371538"
9524Z,7-ELEVEN,02/15/10,,"5.5",02/15/10,,,,,G,,"678677","3371538"
9526Z,CAPSTONE DEVELOPMENT,06/14/10,,"34",06/14/10,"126","18000",FIELD ESTIMATE,2010/06/14,P,,"676036","3366567"
"1376",CAPSTONE DEVELOPMENT,06/15/10,,"34",06/15/10,"120","720000",FIELD ESTIMATE,2010/06/15,P,,"676577","3362850"
"1375",BATON ROUGE WATER COMPANY,05/29/10,12117BR,"165",05/03/10,"320","115200","10"" X 8"" ORIFICE",2010/05/03,P,1700-FOOT SAND OF BATON ROUGE AREA,"682814","3373024"
8327Z,EXXON CHEMICAL,08/99,112MRVAC,"8.00",08/17/99,,,,,,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,"675085","3374190"
8397Z,"NIXON, STUART",05/00,11204BR,"15.00",05/01/00,,,,,,400-FOOT SAND OF BATON ROUGE AREA,"694100","3374421"
9407Z,CIRCLE K STORES,,"00000000","0.00",,,,,,,[TO BE DETERMINED],"681635","3373312"
5052Z,DENOVO OIL-GAS,03/84,112SLBR,"0.00",,,,,,,SHALLOW SANDS OF BATON ROUGE AREA,"693423","3361504"
"576",EXXON MOBIL,08/54,12112BR,"73.75",10/25/54,,,,,,1200-FOOT SAND OF BATON ROUGE AREA,"675111","3374283"
"1135",BATON ROUGE WW,07/86,12110BR,"37.00",07/09/86,,,,,,1000-FOOT SAND OF BATON ROUGE AREA,"691403","3368552"
5495Z,FAST TRACK,03/87,11200NWM,"0.00",,,,,,,[NO WELL MADE],"678889","3376439"
631A,"JARREAU, L U",02/57,112SLBR,"17.00",02/21/57,,,,,,SHALLOW SANDS OF BATON ROUGE AREA,"689522","3361620"
"1230",COPOLYMER RUB,06/91,12112BR,"120.00",07/10/91,,,,,,1200-FOOT SAND OF BATON ROUGE AREA,"675401","3376104"
5715Z,"KESTLER, BRUCE",01/88,11200NWM,"0.00",,,,,,,[NO WELL MADE],"694219","3364814"
"1252",BATON ROUGE WW,05/93,12224BR,"153.00",05/06/93,,,,,,2400-FOOT SAND OF BATON ROUGE AREA,"678440","3369717"
"1353",BATON ROUGE WC,05/06,12224BR,"165.00",05/11/06,,,,,,2400-FOOT SAND OF BATON ROUGE AREA,"682979","3372719"
8212Z,OAKBROOK SUBDIV,06/99,112SLBR,"8.00",06/19/99,,,,,,SHALLOW SANDS OF BATON ROUGE AREA,"684601","3362059"
8354Z,SOUTHLAND CORP,04/99,112SESC,,04/09/99,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"678703","3371569"
8551Z,EXXON MOBIL,08/01,112SESC,"8.81",08/27/01,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"691310","3369259"
5464Z,EB PUBLIC WORKS,01/87,112MRVAC,"0.00",,,,,,,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,"678989","3359008"
"793",U S GEOL SURVEY,07/65,11206BR,"95.75",07/12/65,,,,,,600-FOOT SAND OF BATON ROUGE AREA,"675169","3370649"
"1222","SLAGHTER, W","1972",112SLBR,"0.00",,,,,,,SHALLOW SANDS OF BATON ROUGE AREA,"682226","3360356"
"704","SHARP, G",03/39,112SLBR,"21.00",03/20/39,,,,,,SHALLOW SANDS OF BATON ROUGE AREA,"684919","3370010"
5483Z,"BARKSDALE, DOUG",12/86,11200NWM,"0.00",,,,,,,[NO WELL MADE],"693116","3360759"
"725",COASTAL CONST,10/60,11204BR,"0.00",,,,,,,400-FOOT SAND OF BATON ROUGE AREA,"679683","3365549"
8887Z,BR PUBLIC WORKS,01/05,112PLSC,"14.00",02/21/05,,,,,,PLEISTOCENE SERIES,"678001","3367154"
8947Z,BR PUBLIC WORKS,02/05,112SESC,"4.94",02/17/05,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"677957","3371465"
9250Z,DELTA CONCRETE,06/07,112SESC,"2.75",06/06/07,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"688262","3363446"
"1197",LA CONCRETE,05/67,11204BR,"8.00",05/05/67,,,,,,400-FOOT SAND OF BATON ROUGE AREA,"688588","3360033"
"680","DAY, K",07/58,112SLBR,"17.00",07/01/58,,,,,,SHALLOW SANDS OF BATON ROUGE AREA,"691915","3360676"
"604",MASONIC LODGE,"1947",112SLBR,"0.00",,,,,,,SHALLOW SANDS OF BATON ROUGE AREA,"693194","3359374"
"618",WITTER ESTATE,"1948",12112BR,"63.54",11/13/64,,,,,,1200-FOOT SAND OF BATON ROUGE AREA,"680043","3367957"
8096Z,EXXON CHEMICAL,12/98,112MRVAC,"8.76",12/29/98,,,,,,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,"675637","3374692"
5992Z,SOUTHLAND CORP,08/88,112SESC,"8.00",09/23/88,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"680482","3372092"
7465Z,SOUTHLAND CORP,01/94,112SESC,"11.00",01/19/94,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"678650","3371507"
7927Z,BFI,09/97,112SESC,"7.20",09/10/97,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"686936","3364439"
7455Z,RESOLUTION TRUS,10/94,112SESC,"7.75",11/16/94,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"677137","3369449"
"216",REULET ELECTRIC,"1964",11204BR,"0.00",,,,,,,400-FOOT SAND OF BATON ROUGE AREA,"686475","3364863"
5351Z,"BENTON, FRED",12/85,11200NWM,"0.00",,,,,,,[NO WELL MADE],"680124","3361491"
"1183","GRICE, BOBBY",05/88,112SLBR,"47.00",05/09/88,,,,,,SHALLOW SANDS OF BATON ROUGE AREA,"689161","3360874"
7086Z,"JOLISSAINT, GEO",11/92,112SLBR,"15.00",03/18/93,,,,,,SHALLOW SANDS OF BATON ROUGE AREA,"691384","3362053"
5965Z,SOUTHLAND CORP,08/88,112SESC,"3.50",09/27/88,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"685808","3371073"
"255","FOREMAN, R","1913",112SLBR,"8.00",05/01/43,,,,,,SHALLOW SANDS OF BATON ROUGE AREA,"690175","3362463"
5119Z,EXXON CHEMICAL,11/83,112MRVAC,"0.00",,,,,,,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,"675091","3375514"
"1288",PARISH WATER CO,08/98,12108BR,"51.00",09/08/98,,,,,,800-FOOT SAND OF BATON ROUGE AREA,"690888","3365956"
6466Z,SOUTHLAND CORP,03/90,112MRVAC,"3.55",03/19/90,,,,,,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,"675347","3364585"
5856Z,EXXON CO USA,09/91,112SESC,"8.50",09/05/91,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"681596","3372449"
5953Z,CHEVRON,12/88,112SESC,"0.00",,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"686425","3370899"
"933",U S GEOL SURVEY,05/74,11206BR,"60.64",07/09/74,,,,,,600-FOOT SAND OF BATON ROUGE AREA,"682184","3375570"
5629Z,EB FIRE DEPT,11/87,11200NWM,"0.00",,,,,,,[NO WELL MADE],"675764","3370197"
"1267","HART, WILLIAM",07/95,112SLBR,"9.00",07/01/95,,,,,,SHALLOW SANDS OF BATON ROUGE AREA,"680500","3362976"
9297Z,CYPRESS MANOR B,10/07,"00000000","20.00",10/31/07,,,,,,[TO BE DETERMINED],"680072","3359796"
5907Z,YOUNG FASHIONS UNIFORM OUTFITTERS,03/92,112MRVAC,"7.00",03/16/92,,,,,,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,"683131","3362096"
7159Z,"LEVERT, PAUL M",08/93,11204BR,"29.00",08/02/93,,,,,,400-FOOT SAND OF BATON ROUGE AREA,"692465","3367370"
7301Z,PAULS CHRISTIAN,07/93,11200NWM,"0.00",,,,,,,[NO WELL MADE],"684711","3374411"
7665Z,EXXON CO USA,10/95,112SESC,"12.40",10/17/95,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"690545","3365703"
7431Z,"WITAKER, RON",12/89,112SLBR,"30.00",12/06/89,,,,,,SHALLOW SANDS OF BATON ROUGE AREA,"694464","3361522"
8286Z,MOTIVA ENTERPRI,11/99,112SESC,"7.00",11/23/99,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"676043","3372696"
5649Z,EXXON CHEMICAL,08/87,112MRVAC,"0.00",,,,,,,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,"675114","3375699"
"146",EB PUBLIC WORKS,03/16,12112BR,"33.00",03/25/16,,,,,,1200-FOOT SAND OF BATON ROUGE AREA,"676116","3369864"
"1094",BFI,12/84,112SESC,"0.00",,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"686803","3364437"
5327Z,"HAYES, MOON DRS",04/86,11200NWM,"0.00",,,,,,,[NO WELL MADE],"682337","3369659"
6025Z,SOUTHLAND CORP,08/88,112SESC,"4.50",09/29/88,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"689811","3368031"
6624Z,EXXON CO USA,02/91,112MRVAC,"3.12",02/18/91,,,,,,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,"675782","3374016"
5349Z,"MCELVEEN, JOY",11/85,11200NWM,"0.00",,,,,,,[NO WELL MADE],"683572","3366045"
"1005","PHILLIPS, HAL",09/78,112SLBR,"0.00",,,,,,,SHALLOW SANDS OF BATON ROUGE AREA,"690563","3358620"
8574Z,MURPHY OIL,06/01,112SESC,"12.52",07/16/01,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"685718","3368577"
7416Z,STAR ENTERPRISE,06/94,112SESC,"6.00",06/30/94,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"688627","3371645"
9500Z,P&S PETRO,"1984","00000000","0.00",01/01/84,,,,,,[TO BE DETERMINED],"677049","3374807"
7330Z,STAR ENTERPRISE,05/94,112SESC,"8.00",05/07/94,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"684444","3368154"
7753Z,LENNAR CENTRAL,02/96,112SESC,"14.00",02/26/96,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"682459","3370338"
8972Z,BR PUBLIC WORKS,03/05,112MRVAC,"11.60",04/08/05,,,,,,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,"676460","3366759"
"592",FREDS FLORIST,"1955",11206BR,"73.50",09/07/56,,,,,,600-FOOT SAND OF BATON ROUGE AREA,"682323","3373662"
5631Z,CHEVRON,01/88,112SESC,"0.00",,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"682485","3370370"
"326",WIND RUSH PLNTN,12/36,12112BR,"29.00",10/20/36,,,,,,1200-FOOT SAND OF BATON ROUGE AREA,"681066","3365818"
"503","GRANATA, A",07/49,11204BR,"40.00",07/13/49,,,,,,400-FOOT SAND OF BATON ROUGE AREA,"685874","3375016"
7908Z,"DUNNAWAY, ZEKE",02/97,112SLBR,"26.00",02/22/97,,,,,,SHALLOW SANDS OF BATON ROUGE AREA,"688310","3362215"
8909Z,URS CORPORATION,02/05,112MRVA,"8.50",02/28/05,,,,,,MISSISSIPPI RIVER ALLUVIAL AQUIFER,"682171","3362018"
"981",DEEP SOUTH ELEC,04/76,11204BR,"0.75",04/08/76,,,,,,400-FOOT SAND OF BATON ROUGE AREA,"691878","3359751"
6596Z,TEXACO,05/90,112SESC,"7.08",05/11/90,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"688627","3371645"
"1160","DAMPIER, AL",10/86,112SLBR,"9.00",10/31/86,,,,,,SHALLOW SANDS OF BATON ROUGE AREA,"688093","3359316"
"925",BATON ROUGE WW,01/73,12112BR,"0.00",,,,,,,1200-FOOT SAND OF BATON ROUGE AREA,"691403","3368552"
9347Z,CRESCENT CROWN,03/08,"00000000","3.90",04/04/08,,,,,,[TO BE DETERMINED],"684784","3366990"
8377Z,MURPHY OIL,12/99,112SESC,"3.25",12/28/99,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"679937","3375963"
"204",KLEINPETER FARM,"1937",112SLBR,"15.10",04/05/57,,,,,,SHALLOW SANDS OF BATON ROUGE AREA,"689376","3359246"
"441",RESTHAVEN GARDN,,11204BR,"21.00",08/25/46,,,,,,400-FOOT SAND OF BATON ROUGE AREA,"687660","3364298"
5036Z,WOOLF & MAGEE,04/82,112SLBR,"5.00",04/29/82,,,,,,SHALLOW SANDS OF BATON ROUGE AREA,"687493","3361585"
5165Z,"HARRELL, WILL",,"11111111","0.00",,,,,,,[UNKNOWN],"686787","3366901"
9277Z,"EDWARDS, EDWIN",,"00000000","0.00",,,,,,,[TO BE DETERMINED],"687585","3359338"
7447Z,FONTENOT PETRO,09/94,112SESC,"7.50",10/07/94,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"678864","3376346"
9863Z,SHELTON CHAPMAN,,11204BR,,,,,,,,400-FOOT SAND OF BATON ROUGE AREA,"685868","3369134"
9864Z,SHELTON CHAPMAN,9/23/13,11204BR,"30",9-23-13,,,,,G,400-FOOT SAND OF BATON ROUGE AREA,"685868","3369134"
9855Z,"MWH AMERICAS, INC",6/4/13,112SESC,,,,,,,P,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"677775","3374480"
9856Z,"MWH AMERICAS, INC",6/4/13,112SESC,,,,,,,P,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"677748","3374480"
"1286",WALDEN,08/98,112SLBR,"12.00",08/31/98,,,,,,SHALLOW SANDS OF BATON ROUGE AREA,"680677","3363564"
9869Z,JOHN PITTMAN,10/4/13,112SLBR,"27",10-4-13,,,,,P,SHALLOW SANDS OF BATON ROUGE AREA,"694365","3361120"
9849Z,RYAN KENNEDY,4/23/13,112GZNO,"35",4-23-13,,,,,P,GONZALES-NEW ORLEANS AQUIFER,"691954","3370595"
9850Z,DANIEL KENNEDY,4/24/13,11204BR,"35",4-24-13,,,,,P,400-FOOT SAND OF BATON ROUGE AREA,"691818","3370746"
"1399",BATON ROUGE WATER COMPANY,3/17/11,12115BR,,,,,,,P,1500-FOOT SAND OF BATON ROUGE AREA,"676851","3370615"
9583Z,EXXON MOBILE ENVIRONMENTAL SERVICES,03/03/2011,112MRVA,"5",03/03/2011,,,,,P,MISSISSIPPI RIVER ALLUVIAL AQUIFER,"676800","3363870"
9745Z,"BFI ENERGY SYSTEMS OF BOSTON, INC",5/7/12,112SESC,"12",5-7-12,,,,,P,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"686912","3364316"
9746Z,"BFI ENERGY SYSTEMS OF BOSTON, INC",5/7/12,112SESC,"7",5-7-12,,,,,P,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"686857","3364377"
"197",BR POLICE CAMP,"1979",11204BR,"0.00",,,,,,,400-FOOT SAND OF BATON ROUGE AREA,"689239","3374797"
9747Z,"BFI ENERGY SYSTEMS OF BOSTON, INC",5/7/12,112SESC,"8",5-7-12,,,,,P,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"686883","3364408"
9748Z,"BFI ENERGY SYSTEMS OF BOSTON, INC",5/7/12,112SESC,"12",5-7-12,,,,,P,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"686912","3364285"
"504",BATON ROUGE WW,09/49,12115BR,"60.60",09/04/58,,,,,,1500-FOOT SAND OF BATON ROUGE AREA,"678493","3369718"
"220","COOK, S",03/42,112SLBR,"15.00",05/27/42,,,,,,SHALLOW SANDS OF BATON ROUGE AREA,"679709","3365550"
789B,U S GEOL SURVEY,06/65,12115BR,"8.16",06/30/65,,,,,,1500-FOOT SAND OF BATON ROUGE AREA,"680783","3366799"
9737Z,CENTRAL CONSOLIDATED PUMP STATION NO. 5,4/26/12,112SESC,"12",4-27-12,"63","2292",BUCKET AND TIMER,,P,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"678302","3366728"
9738Z,CENTRAL CONSOLIDATED PUMP STATION NO. 5,4/25/12,112SESC,"12",4-26-12,"63","5629",BUCKET AND TIMER,,P,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"677955","3366753"
9817Z,7-ELEVEN,,112SESC,,,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"678623","3371537"
9818Z,7-ELEVEN,,112SESC,,,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"678623","3371537"
9833Z,7-ELEVEN,,112SESC,,,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"678623","3371537"
9834Z,7-ELEVEN,,112SESC,,,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"678623","3371537"
9835Z,7-ELEVEN,,112SESC,,,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"678623","3371537"
9832Z,7-ELEVEN,,112SESC,,,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"678623","3371537"
9331Z,ITT,02/08,"00000000","3.48",02/27/08,,,,,,[TO BE DETERMINED],"687868","3359959"
9727Z,"JMB, LLC",2/21/12,112MRVAC,"29.64",2-21-12,,,,,P,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,"675849","3373124"
9728Z,"JMB, LLC",2/21/12,112MRVAC,,2-21-12,,,,,P,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,"675823","3373093"
9729Z,"JMB, LLC",2/21/12,112MRVAC,"8.14",2-21-12,,,,,P,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,"675850","3373094"
"674",KEANS LAUNDRY,12/58,12220BR,"0.00",,,,,,,2000-FOOT SAND OF BATON ROUGE AREA,"675687","3369950"
9819Z,7-ELEVEN,,112SESC,,,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"678623","3371537"
9820Z,7-ELEVEN,,112SESC,,,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"678623","3371537"
9821Z,7-ELEVEN,,112SESC,,,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"678623","3371537"
9730Z,"JMB, LLC",2/21/12,112MRVAC,"7.12",2-21-12,,,,,P,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,"675824","3373062"
9731Z,"JMB, LLC",2/21/12,112MRVAC,,2-21-12,,,,,P,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,"675850","3373063"
9587Z,EXXON MOBILE ENVIRONMENTAL SERVICES,02/18/2011,112SESC,"9",02/19/2011,,,,,G,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"680369","3361187"
9822Z,7-ELEVEN,,112SESC,,,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"678623","3371537"
9823Z,7-ELEVEN,,112SESC,,,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"678623","3371537"
9824Z,7-ELEVEN,,112SESC,,,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"678623","3371537"
9825Z,7-ELEVEN,,112SESC,,,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"678623","3371537"
9826Z,7-ELEVEN,,112SESC,,,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"678623","3371537"
9827Z,7-ELEVEN,,112SESC,,,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"678623","3371537"
9828Z,7-ELEVEN,,112SESC,,,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"678623","3371537"
9829Z,7-ELEVEN,,112SESC,,,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"678623","3371537"
9830Z,7-ELEVEN,,112SESC,,,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"678623","3371537"
9831Z,7-ELEVEN,,112SESC,,,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"678623","3371537"
9836Z,7-ELEVEN,,112SESC,,,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"678623","3371537"
9837Z,7-ELEVEN,,112SESC,,,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"678623","3371537"
9838Z,7-ELEVEN,,112SESC,,,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"678623","3371537"
9839Z,7-ELEVEN,,112SESC,,,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"678623","3371537"
9840Z,7-ELEVEN,,112SESC,,,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"678623","3371537"
9588Z,EXXON MOBILE ENVIRONMENTAL SERVICES,02/19/2011,112SESC,"8",02/20/2011,,,,,G,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"680369","3361187"
9590Z,EXXON MOBILE ENVIRONMENTAL SERVICES,02/18/2011,112SESC,"9.5",02/19/2011,,,,,G,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"680395","3361218"
9591Z,EXXON MOBILE ENVIRONMENTAL SERVICES,02/18/2011,112SESC,"9",02/19/2011,,,,,G,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"680369","3361218"
9559Z,EXXON MOBILE ENVIRONMENTAL SERVICES,02/28/2011,112MRVA,"3",02/29/2011,,,,,G,MISSISSIPPI RIVER ALLUVIAL AQUIFER,"689648","3358973"
9560Z,EXXON MOBILE ENVIRONMENTAL SERVICES,03/01/2011,112MRVA,"3",03/02/2011,,,,,G,MISSISSIPPI RIVER ALLUVIAL AQUIFER,"689675","3358974"
9562Z,EXXON MOBILE ENVIRONMENTAL SERVICES,03/01/2011,112MRVA,"3",03/02/2011,,,,,G,MISSISSIPPI RIVER ALLUVIAL AQUIFER,"689728","3359005"
9565Z,CIRCLE K STORES,03/03/2011,112SESC,,03/03/2011,,,,,P,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"677049","3374838"
9567Z,CIRCLE K STORES,03/04/2011,112SESC,,,,,,,P,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"677049","3374838"
9586Z,EXXON MOBILE ENVIRONMENTAL SERVICES,02/18/2011,112SESC,"8",02/19/2011,,,,,G,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"680369","3361187"
9692Z,MERCK ANIMAL HEALTH,10/24/11,112SESC,,10-24-11,,,,,G,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"685643","3372918"
9693Z,MERCK ANIMAL HEALTH,10/24/11,112SESC,,10-24-11,,,,,G,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"685644","3372856"
9450Z,SULLIVAN OIL CO,07/09,"00000000","14.00",07/28/09,,,,,,[TO BE DETERMINED],"689306","3358659"
9655Z,SULLIVAN OIL COMPANY,4/25/11,112MRVA,"14",4-25-11,,,,,P,MISSISSIPPI RIVER ALLUVIAL AQUIFER,"689280","3358659"
9656Z,SULLIVAN OIL COMPANY,4/25/11,112MRVA,"14",4-25-11,,,,,P,MISSISSIPPI RIVER ALLUVIAL AQUIFER,"689280","3358659"
9552Z,COPOLYMER,11/11/81,,"3.5",11-11-81,,,,,P,,"675057","3375914"
9651Z,"BFI ENERGY SYSTEMS OF BOSTON, INC",12/3/08,112SESC,"14.4",12-3-08,,,,,P,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"686913","3364254"
9652Z,"BFI ENERGY SYSTEMS OF BOSTON, INC",12/3/08,112SESC,"16.3",12-3-08,,,,,P,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"686911","3364347"
9576Z,EXXON MOBILE ENVIRONMENTAL SERVICES,02/28/2011,112SESC,"20",02/28/2011,,,,,P,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"681682","3364104"
9577Z,EXXON MOBILE ENVIRONMENTAL SERVICES,02/28/2011,112SESC,"25",02/28/2011,,,,,P,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"681682","3364104"
9579Z,EXXON MOBILE ENVIRONMENTAL SERVICES,02/28/2011,112SESC,"7",02/28/2011,,,,,P,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"681682","3364104"
9580Z,EXXON MOBILE ENVIRONMENTAL SERVICES,03/04/2011,112MRVA,"7",03/04/2011,,,,,P,MISSISSIPPI RIVER ALLUVIAL AQUIFER,"676800","3363870"
9582Z,EXXON MOBILE ENVIRONMENTAL SERVICES,03/03/2011,112MRVA,"5",03/03/2011,,,,,P,MISSISSIPPI RIVER ALLUVIAL AQUIFER,"676800","3363870"
9584Z,EXXON MOBILE ENVIRONMENTAL SERVICES,03/03/2011,112MRVA,"5",03/03/2011,,,,,P,MISSISSIPPI RIVER ALLUVIAL AQUIFER,"676800","3363870"
9659Z,EXXONMOBIL CORPORATION,2/28/11,112SESC,"10",2-28-11,,,,,G,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"690544","3365765"
9660Z,EXXONMOBIL CORPORATION,3/2/11,112SESC,"9",3-2-11,,,,,G,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"690544","3365765"
9662Z,EXXONMOBIL CORPORATION,3/1/11,112SESC,"8",3-1-11,,,,,G,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"690544","3365765"
9663Z,EXXONMOBIL CORPORATION,3/1/11,112SESC,"7",3-1-11,,,,,G,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"690544","3365765"
9815Z,EXXON MOBIL CORPORATION,3/1/11,112SESC,,,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"689728","3359005"
9816Z,EXXON MOBIL CORPORATION,3/1/11,112SESC,,,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"689675","3358974"
